gen_id,seed,ply,k,phase,legal_n,score_margin_abs,meeples_free,h3200_chosen,h6400_chosen,h12800_chosen,converged_deep,h12800_top_share,h3200_top_share,rod1_chosen,rod1_matches_deep
mp1925000044,1925000044,116,14,pre_endgame,31,7,"[0, 0]",1439,1638,1749,False,0.0399,0.0369,1637,False
mp1925000016,1925000016,108,18,late_mid,54,15,"[0, 0]",944,849,1025,False,0.0208,0.0198,944,False
mp1925000036,1925000036,108,18,late_mid,36,6,"[0, 0]",1364,1364,1365,False,0.0327,0.0306,939,False
mp1925000047,1925000047,108,18,late_mid,38,2,"[1, 0]",752,752,649,False,0.0452,0.0322,752,False
mp1925000004,1925000004,108,18,late_mid,50,42,"[0, 0]",1424,1368,1268,False,0.02,0.02,1024,False
mp1925000078,1925000078,108,18,late_mid,11,1,"[0, 0]",1032,1032,1033,False,0.2104,0.1462,1033,True
mp1925000007,1925000007,108,18,late_mid,40,22,"[0, 0]",1176,1176,1073,False,0.0587,0.0384,1073,True
mp1925000079,1925000079,108,18,late_mid,46,7,"[0, 0]",1640,1329,744,False,0.0218,0.0219,1532,False
mp1925000053,1925000053,108,18,late_mid,40,10,"[0, 0]",732,931,1036,False,0.0277,0.0266,1040,False
mp1925000061,1925000061,108,18,late_mid,32,32,"[0, 0]",1748,1748,1673,False,0.0313,0.0312,1373,False
mp1925000077,1925000077,108,18,late_mid,43,25,"[0, 0]",757,1539,1848,False,0.0233,0.0234,1068,False
mp1925000080,1925000080,108,18,late_mid,33,9,"[0, 0]",1666,1671,1547,False,0.0334,0.0319,1545,False
mp1925000024,1925000024,108,18,late_mid,60,20,"[0, 0]",1273,1273,1760,False,0.0219,0.0192,1657,False
mp1925000030,1925000030,108,18,late_mid,45,12,"[2, 0]",1351,1726,1731,False,0.0448,0.0303,1351,False
mp1925000005,1925000005,108,18,late_mid,58,4,"[0, 0]",1272,1272,1274,False,0.0181,0.0175,1869,False
mp1925000045,1925000045,108,18,late_mid,49,6,"[0, 0]",727,1175,1174,False,0.0209,0.0206,1553,False
mp1925000012,1925000012,108,18,late_mid,40,21,"[1, 0]",1228,1228,924,False,0.1795,0.0667,1228,False
mp1925000020,1925000020,100,22,late_mid,65,16,"[0, 0]",1361,1355,1362,False,0.0157,0.0156,1355,False
mp1925000088,1925000088,99,22,late_mid,51,16,"[0, 0]",829,927,1030,False,0.0209,0.0203,927,False
mp1925000064,1925000064,100,22,late_mid,41,38,"[0, 0]",1233,1233,1232,False,0.0248,0.0247,1234,False
mp1925000005,1925000005,100,22,late_mid,40,4,"[0, 0]",1172,1070,1275,False,0.0259,0.0253,1028,False
mp1925000061,1925000061,100,22,late_mid,35,32,"[0, 0]",1651,1124,641,False,0.0287,0.0288,1648,False
mp1925000059,1925000059,100,22,late_mid,48,8,"[0, 0]",1573,1548,1753,False,0.0215,0.0219,1065,False
mp1925000072,1925000072,100,22,late_mid,38,13,"[0, 0]",840,1657,741,False,0.0264,0.0264,968,False
mp1925000001,1925000001,100,22,late_mid,38,13,"[0, 0]",1131,1128,1130,False,0.0303,0.0284,1131,False
mp1925000046,1925000046,100,22,late_mid,28,8,"[0, 0]",748,748,760,False,0.0377,0.0369,1660,False
mp1925000015,1925000015,100,22,late_mid,48,19,"[1, 1]",1836,1836,1629,False,0.0246,0.023,1836,False
mp1925000023,1925000023,100,22,late_mid,44,13,"[0, 0]",968,968,972,False,0.0265,0.0247,972,True
mp1925000077,1925000077,100,22,late_mid,29,25,"[0, 0]",1169,1634,1747,False,0.0345,0.0347,745,False
mp1925000004,1925000004,100,22,late_mid,46,42,"[0, 1]",1665,973,945,False,0.0218,0.0219,1028,False
mp1925000019,1925000019,100,22,late_mid,36,3,"[0, 0]",1648,1648,1464,False,0.03,0.0284,1120,False
mp1925000053,1925000053,100,22,late_mid,28,10,"[1, 0]",1651,1651,762,False,0.0399,0.0381,1050,False
mp1925000040,1925000040,100,22,late_mid,41,7,"[0, 0]",926,926,857,False,0.0349,0.0291,1255,False
mp1925000052,1925000052,100,22,late_mid,25,6,"[0, 1]",1064,1064,1072,False,0.0531,0.0459,1072,True
mp1925000089,1925000089,92,26,late_mid,12,8,"[0, 0]",1660,1660,1332,False,0.0857,0.0846,1332,True
mp1925000016,1925000016,92,26,late_mid,60,19,"[0, 0]",1728,1552,1528,False,0.0172,0.0171,1552,False
mp1925000075,1925000075,91,26,late_mid,35,24,"[0, 0]",1740,841,1743,False,0.0341,0.0316,841,False
mp1925000033,1925000033,92,26,late_mid,47,35,"[0, 2]",1466,1648,1331,False,0.0216,0.0216,1367,False
mp1925000057,1925000057,90,26,late_mid,56,4,"[0, 0]",1464,1644,1228,False,0.0182,0.0181,1644,False
mp1925000063,1925000063,92,26,late_mid,41,2,"[0, 0]",848,1547,1546,False,0.0251,0.0247,1446,False
mp1925000009,1925000009,92,26,late_mid,39,5,"[0, 0]",1438,1438,1841,False,0.0398,0.0328,1828,False
mp1925000050,1925000050,92,26,late_mid,38,21,"[0, 0]",1669,1132,1645,False,0.0269,0.0267,1472,False
mp1925000071,1925000071,92,26,late_mid,40,5,"[0, 0]",1161,1063,1164,False,0.0268,0.0259,1561,False
mp1925000061,1925000061,92,26,late_mid,32,32,"[0, 0]",1265,1756,1641,False,0.0314,0.0314,1265,False
mp1925000064,1925000064,92,26,late_mid,27,34,"[0, 1]",1074,853,1564,False,0.0374,0.0375,1634,False
mp1925000086,1925000086,92,26,late_mid,29,2,"[1, 0]",1753,1753,842,False,0.2317,0.0838,1753,False
mp1925000035,1925000035,92,26,late_mid,38,16,"[0, 0]",1436,1064,1224,False,0.0268,0.0266,1064,False
mp1925000007,1925000007,92,26,late_mid,16,2,"[0, 0]",1172,1442,1434,False,0.0808,0.07,741,False
mp1925000044,1925000044,140,2,endgame,24,7,"[0, 0]",648,1746,1225,False,0.0444,0.0437,648,False
mp1925000058,1925000058,140,2,endgame,45,13,"[0, 1]",740,743,1957,False,0.0296,0.0306,1958,False
mp1925000079,1925000079,140,2,endgame,35,3,"[0, 1]",739,1538,1120,False,0.0289,0.0291,1121,False
mp1925000048,1925000048,140,2,endgame,48,4,"[1, 0]",1426,1426,1720,False,0.0341,0.0275,1720,True
mp1925000043,1925000043,140,2,endgame,66,6,"[1, 0]",1032,1068,965,False,0.0201,0.0191,1032,False
mp1925000060,1925000060,140,2,endgame,32,6,"[0, 0]",1645,1645,1471,False,0.0316,0.0316,1426,False
mp1925000047,1925000047,140,2,endgame,51,6,"[0, 0]",974,974,1027,False,0.0238,0.0231,986,False
mp1925000039,1925000039,140,2,endgame,36,30,"[0, 0]",1239,830,759,False,0.0313,0.0297,1239,False
mp1925000026,1925000026,140,2,endgame,36,12,"[0, 0]",1625,1625,1626,False,0.0297,0.0294,1625,False
mp1925000081,1925000081,140,2,endgame,61,27,"[1, 0]",1438,1438,1558,False,0.0231,0.0187,1035,False
mp1925000061,1925000061,140,2,endgame,40,25,"[1, 0]",642,647,1646,False,0.025,0.025,1220,False
mp1925000006,1925000006,140,2,endgame,25,29,"[1, 0]",1660,1670,1736,False,0.0467,0.0509,1640,False
mp1925000016,1925000016,140,2,endgame,57,29,"[0, 0]",825,825,946,False,0.0179,0.0178,854,False
mp1925000001,1925000001,140,2,endgame,72,24,"[0, 0]",1940,1940,1844,False,0.0139,0.0139,1760,False
mp1925000048,1925000048,138,3,endgame,41,4,"[1, 0]",1548,1551,1655,False,0.0298,0.0278,1655,True
mp1925000028,1925000028,138,3,endgame,60,1,"[0, 0]",968,1548,1536,False,0.0168,0.0167,952,False
mp1925000051,1925000051,138,3,endgame,45,16,"[0, 0]",1654,1754,1546,False,0.0334,0.0278,1374,False
mp1925000049,1925000049,138,3,endgame,39,21,"[0, 0]",1580,1580,1581,False,0.0296,0.0278,1582,False
mp1925000067,1925000067,138,3,endgame,33,5,"[0, 1]",1679,1375,950,False,0.0322,0.0312,950,True
mp1925000080,1925000080,138,3,endgame,52,11,"[0, 0]",657,658,1326,False,0.0193,0.0194,1227,False
mp1925000006,1925000006,138,3,endgame,62,29,"[1, 0]",1544,1644,1752,False,0.0209,0.0184,1544,False
mp1925000029,1925000029,138,3,endgame,24,12,"[0, 0]",736,736,1028,False,0.0892,0.0458,736,False
mp1925000017,1925000017,138,3,endgame,74,31,"[0, 0]",735,732,1055,False,0.0154,0.0144,732,False
mp1925000012,1925000012,138,3,endgame,55,14,"[0, 2]",846,856,847,False,0.0241,0.0203,846,False
mp1925000072,1925000072,138,3,endgame,52,13,"[0, 0]",1533,1125,956,False,0.0194,0.0194,661,False
mp1925000075,1925000075,137,3,endgame,100,11,"[0, 0]",760,968,1076,False,0.0101,0.0101,1824,False
mp1925000005,1925000005,138,3,endgame,54,27,"[0, 0]",1174,1871,1070,False,0.0187,0.0187,1256,False
mp1925000046,1925000046,138,3,endgame,52,10,"[0, 0]",1832,936,1732,False,0.0196,0.0195,1468,False
mp1925000044,1925000044,138,3,endgame,31,7,"[0, 0]",646,646,645,False,0.05,0.0416,645,True
mp1925000001,1925000001,138,3,endgame,46,24,"[0, 0]",1758,1161,1646,False,0.0222,0.0219,1161,False
mp1925000057,1925000057,136,3,endgame,28,21,"[0, 0]",1658,1658,1674,False,0.0495,0.0431,1658,False
mp1925000063,1925000063,138,3,endgame,59,13,"[0, 0]",1231,1231,1330,False,0.0229,0.0197,1329,False
mp1925000061,1925000061,138,3,endgame,41,25,"[1, 1]",1113,1113,926,False,0.0245,0.0247,1113,False
mp1925000059,1925000059,138,3,endgame,42,22,"[0, 0]",1577,936,857,False,0.0239,0.0239,1669,False
mp1925000072,1925000072,136,4,endgame,53,13,"[0, 0]",636,1837,736,False,0.019,0.0191,656,False
mp1925000047,1925000047,136,4,endgame,33,6,"[0, 0]",1087,1087,1084,False,0.0477,0.0387,974,False
mp1925000073,1925000073,136,4,endgame,29,13,"[0, 1]",1677,1678,1756,False,0.0378,0.0372,1279,False
mp1925000043,1925000043,136,4,endgame,45,12,"[0, 0]",1529,1529,1530,False,0.0476,0.0325,1529,False
mp1925000003,1925000003,136,4,endgame,31,23,"[0, 0]",1477,1477,1478,False,0.0659,0.0475,1476,False
mp1925000067,1925000067,136,4,endgame,25,5,"[0, 1]",1475,643,1577,False,0.0416,0.0403,1375,False
mp1925000034,1925000034,136,4,endgame,58,5,"[0, 0]",2036,2036,1945,False,0.0191,0.0181,2036,False
mp1925000059,1925000059,136,4,endgame,60,22,"[0, 0]",1444,1444,1446,False,0.0252,0.0206,1446,True
mp1925000054,1925000054,136,4,endgame,40,21,"[0, 0]",1446,1446,1447,False,0.0951,0.0503,1447,True
mp1925000040,1925000040,136,4,endgame,76,21,"[0, 0]",920,944,1468,False,0.0133,0.0133,1420,False
mp1925000070,1925000070,136,4,endgame,42,8,"[0, 0]",1238,1222,1425,False,0.0281,0.0262,1848,False
mp1925000066,1925000066,136,4,endgame,34,3,"[0, 0]",1124,1124,1127,False,0.0656,0.0453,1127,True
mp1925000053,1925000053,136,4,endgame,33,19,"[0, 0]",1757,1757,1756,False,0.0312,0.0306,1756,True
mp1925000025,1925000025,136,4,endgame,38,6,"[0, 1]",1833,1738,935,False,0.0416,0.0334,932,False
mp1925000000,1925000000,135,4,endgame,23,21,"[0, 0]",1855,1849,1852,False,0.0443,0.0441,1852,True
mp1925000063,1925000063,136,4,endgame,32,13,"[0, 0]",755,755,1624,False,0.0387,0.035,752,False
mp1925000062,1925000062,136,4,endgame,46,17,"[0, 0]",936,1633,943,False,0.0264,0.0234,943,True
mp1925000089,1925000089,136,4,endgame,49,4,"[0, 0]",947,947,865,False,0.0205,0.0206,1572,False
mp1925000076,1925000076,136,4,endgame,33,3,"[0, 0]",1373,1544,1650,False,0.032,0.0309,1619,False
mp1925000066,1925000066,134,5,endgame,60,3,"[0, 0]",1135,1135,1132,False,0.023,0.0203,1132,True
mp1925000085,1925000085,134,5,endgame,60,6,"[1, 0]",932,932,1032,False,0.0186,0.0177,536,False
mp1925000054,1925000054,134,5,endgame,28,21,"[0, 0]",1179,1176,1073,False,0.0513,0.0431,552,False
mp1925000068,1925000068,134,5,endgame,76,1,"[1, 0]",1664,1228,660,False,0.0133,0.0133,1356,False
mp1925000033,1925000033,134,5,endgame,49,45,"[1, 0]",1466,1849,1852,False,0.0226,0.0216,1535,False
mp1925000081,1925000081,134,5,endgame,44,30,"[0, 0]",1280,1276,1076,False,0.031,0.0275,1840,False
mp1925000057,1925000057,132,5,endgame,41,21,"[1, 0]",1273,1770,1761,False,0.0264,0.0253,1770,False
mp1925000024,1925000024,134,5,endgame,46,2,"[0, 0]",1024,1031,1028,False,0.032,0.0269,1025,False
mp1925000009,1925000009,134,5,endgame,47,16,"[1, 0]",1073,1073,839,False,0.025,0.0234,2132,False
mp1925000079,1925000079,134,5,endgame,30,13,"[0, 0]",1470,1470,1543,False,0.0382,0.0362,1470,False
mp1925000084,1925000084,134,5,endgame,27,10,"[1, 0]",658,658,1472,False,0.0605,0.0472,1385,False
mp1925000042,1925000042,134,5,endgame,52,14,"[0, 0]",1429,1028,1031,False,0.0194,0.0194,1641,False
mp1925000035,1925000035,134,5,endgame,52,3,"[1, 0]",1571,1668,1173,False,0.0194,0.0194,1650,False
mp1925000039,1925000039,134,5,endgame,63,30,"[1, 0]",1039,1943,1633,False,0.019,0.0175,1942,False
mp1925000041,1925000041,134,5,endgame,24,12,"[1, 0]",1464,972,1332,False,0.0418,0.042,1560,False
mp1925000064,1925000064,134,5,endgame,54,48,"[0, 0]",1629,1628,1631,False,0.0187,0.0187,751,False
mp1925000045,1925000045,132,6,endgame,67,19,"[0, 0]",849,1659,1119,False,0.0153,0.015,1119,True
mp1925000056,1925000056,131,6,endgame,48,12,"[0, 0]",1041,1040,946,False,0.0255,0.0238,1040,False
mp1925000004,1925000004,132,6,endgame,38,42,"[0, 0]",1062,839,835,False,0.0263,0.0266,1020,False
mp1925000081,1925000081,132,6,endgame,34,30,"[0, 0]",1321,1321,1320,False,0.05,0.0387,1321,False
mp1925000072,1925000072,132,6,endgame,36,13,"[1, 0]",869,869,1233,False,0.0384,0.0323,869,False
mp1925000082,1925000082,131,6,endgame,26,28,"[0, 0]",2247,2244,2142,False,0.0393,0.0391,2245,False
mp1925000042,1925000042,132,6,endgame,39,14,"[0, 0]",835,751,1532,False,0.0257,0.0259,1940,False
mp1925000078,1925000078,132,6,endgame,40,1,"[0, 0]",1858,1858,1639,False,0.0282,0.0269,1858,False
mp1925000000,1925000000,131,6,endgame,32,21,"[0, 0]",1744,1740,1224,False,0.0416,0.0375,1224,True
mp1925000032,1925000032,132,6,endgame,37,16,"[0, 0]",1645,1645,1225,False,0.0443,0.0353,1268,False
mp1925000089,1925000089,132,6,endgame,44,4,"[0, 0]",1438,1439,1745,False,0.0231,0.0228,1439,False
mp1925000005,1925000005,132,6,endgame,55,27,"[2, 0]",817,1257,818,False,0.0191,0.0187,818,True
mp1925000027,1925000027,132,6,endgame,44,32,"[0, 0]",740,740,1332,False,0.0238,0.0234,1332,True
mp1925000065,1925000065,132,6,endgame,57,9,"[0, 0]",649,860,1428,False,0.0181,0.0178,1438,False
mp1925000066,1925000066,132,6,endgame,62,3,"[0, 0]",1124,1124,1366,False,0.0226,0.0197,1366,True
mp1925000088,1925000088,79,32,midgame,30,20,"[1, 0]",1570,1030,931,False,0.037,0.0353,1570,False
mp1925000062,1925000062,80,32,midgame,42,3,"[0, 0]",1137,952,1140,False,0.0244,0.0241,1637,False
mp1925000081,1925000081,80,32,midgame,44,10,"[0, 0]",1056,1056,748,False,0.0322,0.0277,1056,False
mp1925000065,1925000065,80,32,midgame,54,14,"[0, 0]",952,1666,1569,False,0.0231,0.0213,1643,False
mp1925000014,1925000014,80,32,midgame,34,2,"[0, 0]",752,752,847,False,0.0327,0.0306,752,False
mp1925000043,1925000043,80,32,midgame,39,15,"[0, 0]",1166,1166,1167,False,0.0507,0.0362,1166,False
mp1925000080,1925000080,80,32,midgame,40,16,"[0, 0]",1574,1447,1446,False,0.0461,0.0353,1446,True
mp1925000037,1925000037,80,32,midgame,26,16,"[0, 0]",1662,1366,1660,False,0.0391,0.0391,1367,False
mp1925000061,1925000061,80,32,midgame,64,32,"[0, 1]",1652,1448,952,False,0.0157,0.0157,928,False
mp1925000002,1925000002,80,32,midgame,16,9,"[1, 2]",1373,1373,1641,False,0.1133,0.0953,1644,False
mp1925000007,1925000007,80,32,midgame,14,2,"[1, 0]",741,741,1439,False,0.081,0.0769,1268,False
mp1925000052,1925000052,80,32,midgame,23,7,"[0, 1]",957,1429,956,False,0.0573,0.0512,1430,False
mp1925000008,1925000008,80,32,midgame,36,6,"[0, 0]",1542,1054,1053,False,0.0316,0.0294,1430,False
mp1925000064,1925000064,80,32,midgame,24,16,"[0, 1]",1558,839,1557,False,0.0448,0.0437,1561,False
mp1925000085,1925000085,80,32,midgame,39,15,"[0, 0]",957,957,1162,False,0.0346,0.03,1162,True
mp1925000055,1925000055,79,32,midgame,50,12,"[0, 0]",1064,1064,1145,False,0.0229,0.0216,831,False
mp1925000030,1925000030,80,32,midgame,42,2,"[0, 0]",961,866,971,False,0.0316,0.0281,1530,False
mp1925000039,1925000039,80,32,midgame,40,2,"[0, 2]",857,857,1565,False,0.0323,0.0284,1565,True
mp1925000040,1925000040,80,32,midgame,24,1,"[0, 0]",1647,1645,1644,False,0.0494,0.0462,1645,False
mp1925000021,1925000021,80,32,midgame,60,12,"[0, 0]",1024,1232,1128,False,0.0168,0.0168,1248,False
mp1925000035,1925000035,68,38,midgame,26,4,"[0, 0]",944,944,1564,False,0.0389,0.0387,1645,False
mp1925000037,1925000037,68,38,midgame,34,16,"[0, 0]",1041,1644,1539,False,0.0317,0.0309,1070,False
mp1925000081,1925000081,68,38,midgame,40,4,"[1, 0]",1056,1056,849,False,0.1168,0.0442,1848,False
mp1925000063,1925000063,68,38,midgame,38,1,"[0, 0]",1363,1042,1460,False,0.033,0.03,1363,False
mp1925000014,1925000014,68,38,midgame,27,4,"[1, 0]",1370,844,853,False,0.0939,0.0525,853,True
mp1925000013,1925000013,68,38,midgame,34,17,"[0, 0]",950,951,840,False,0.0421,0.0359,951,False
mp1925000007,1925000007,68,38,midgame,34,2,"[2, 1]",1271,1271,1268,False,0.0411,0.0362,1548,False
mp1925000051,1925000051,68,38,midgame,49,8,"[1, 1]",1060,1060,1257,False,0.0305,0.025,1060,False
mp1925000001,1925000001,68,38,midgame,25,1,"[0, 1]",852,852,856,False,0.0525,0.045,1562,False
mp1925000030,1925000030,68,38,midgame,39,12,"[1, 1]",859,1846,1845,False,0.0341,0.0297,1468,False
mp1925000054,1925000054,68,38,midgame,20,1,"[1, 0]",852,852,853,False,0.1308,0.0656,1066,False
mp1925000025,1925000025,68,38,midgame,36,4,"[1, 0]",1044,1044,1045,False,0.0459,0.0334,842,False
mp1925000048,1925000048,68,38,midgame,38,1,"[1, 1]",1457,1473,954,False,0.0408,0.0319,750,False
mp1925000022,1925000022,68,38,midgame,48,10,"[0, 0]",1144,1752,860,False,0.0219,0.0215,1252,False
mp1925000016,1925000016,68,38,midgame,40,16,"[1, 0]",1649,1648,1753,False,0.0315,0.0275,1648,False
mp1925000072,1925000072,56,44,midgame,34,4,"[2, 1]",1441,1441,1337,False,0.0961,0.0489,1441,False
mp1925000021,1925000021,56,44,midgame,43,12,"[1, 2]",1044,1044,1546,False,0.0622,0.0328,1044,False
mp1925000076,1925000076,56,44,midgame,26,1,"[0, 0]",1075,1451,1152,False,0.0492,0.0447,1450,False
mp1925000001,1925000001,56,44,midgame,33,5,"[1, 3]",1446,1446,856,False,0.0844,0.0469,1038,False
mp1925000005,1925000005,56,44,midgame,40,7,"[0, 3]",925,832,1157,False,0.0326,0.0291,832,False
mp1925000085,1925000085,56,44,midgame,16,0,"[0, 0]",1331,1331,1041,False,0.0873,0.0747,1666,False
mp1925000052,1925000052,56,44,midgame,32,4,"[2, 2]",944,944,947,False,0.1139,0.0459,948,False
mp1925000006,1925000006,56,44,midgame,34,6,"[0, 0]",844,844,861,False,0.0458,0.037,844,False
mp1925000065,1925000065,56,44,midgame,29,7,"[1, 0]",858,858,954,False,0.1388,0.0672,858,False
mp1925000087,1925000087,56,44,midgame,21,17,"[0, 1]",846,846,845,False,0.0589,0.0534,846,False
mp1925000046,1925000046,56,44,midgame,26,8,"[2, 1]",1137,1137,1037,False,0.1691,0.0828,1137,False
mp1925000067,1925000067,44,50,opening,36,2,"[2, 2]",1132,1132,1133,False,0.0743,0.0416,1133,True
mp1925000017,1925000017,44,50,opening,34,8,"[0, 2]",1663,1652,1357,False,0.0359,0.0328,1362,False
mp1925000040,1925000040,44,50,opening,35,0,"[1, 0]",1443,967,964,False,0.0424,0.0338,1179,False
mp1925000018,1925000018,44,50,opening,21,7,"[0, 3]",1443,1440,1441,False,0.0627,0.0556,1443,False
mp1925000054,1925000054,44,50,opening,30,9,"[3, 3]",1357,1357,956,False,0.1125,0.0558,1357,False
mp1925000068,1925000068,44,50,opening,29,8,"[1, 2]",952,952,1549,False,0.0934,0.0553,952,False
mp1925000072,1925000072,44,50,opening,28,7,"[2, 2]",1443,1443,1239,False,0.0753,0.0509,1051,False
mp1925000075,1925000075,43,50,opening,15,5,"[1, 1]",1439,1442,1434,False,0.0897,0.0816,1436,False
mp1925000039,1925000039,44,50,opening,37,0,"[0, 0]",1463,1261,1460,False,0.0417,0.0338,1460,True
mp1925000060,1925000060,44,50,opening,17,7,"[2, 2]",1158,1158,1156,False,0.0877,0.0784,1056,False
mp1925000030,1925000030,44,50,opening,23,0,"[0, 1]",1371,1365,1368,False,0.0637,0.0559,1366,False
mp1925000044,1925000044,44,50,opening,31,5,"[1, 1]",1271,1271,1268,False,0.1227,0.0653,1268,True
mp1925000064,1925000064,44,50,opening,34,10,"[1, 1]",1068,1068,1542,False,0.0442,0.0347,1068,False
mp1925000088,1925000088,31,56,opening,26,4,"[1, 4]",1361,1053,1057,False,0.0488,0.0441,1044,False
mp1925000051,1925000051,32,56,opening,16,6,"[4, 4]",1450,1450,1048,False,0.2769,0.0978,1450,False
mp1925000031,1925000031,32,56,opening,10,6,"[3, 2]",1057,1057,952,False,0.1558,0.1284,1057,False
mp1925000035,1925000035,32,56,opening,30,7,"[3, 4]",1332,1334,953,False,0.0629,0.0516,949,False
mp1925000056,1925000056,31,56,opening,22,6,"[4, 5]",1342,1342,1142,False,0.3672,0.1109,1342,False
mp1925000054,1925000054,32,56,opening,18,10,"[4, 3]",1039,1039,1052,False,0.0798,0.0678,1542,False
mp1925000024,1925000024,32,56,opening,17,0,"[2, 2]",1261,1451,1354,False,0.2188,0.0825,1262,False
mp1925000068,1925000068,32,56,opening,26,8,"[2, 2]",1052,1052,1544,False,0.1273,0.0694,1544,True
mp1925000066,1925000066,32,56,opening,26,6,"[2, 3]",1243,1142,1143,False,0.0616,0.0516,1142,False
mp1925000005,1925000005,32,56,opening,30,4,"[1, 3]",837,837,840,False,0.0556,0.0447,837,False
mp1925000061,1925000061,32,56,opening,12,2,"[2, 3]",1033,1032,1034,False,0.1355,0.1169,1033,False
mp1925000011,1925000011,32,56,opening,24,2,"[5, 3]",1136,1136,1337,False,0.1758,0.0942,1337,True
mp1925000072,1925000072,32,56,opening,16,2,"[4, 4]",1343,1343,1443,False,0.1364,0.0866,1547,False
mp1925000053,1925000053,32,56,opening,30,7,"[4, 2]",946,946,1253,False,0.0449,0.0384,1253,True
mp1925000081,1925000081,32,56,opening,25,4,"[1, 1]",1052,1052,1040,False,0.1111,0.065,1052,False
mp1925000013,1925000013,32,56,opening,15,7,"[4, 3]",1147,1147,1144,False,0.1807,0.1109,1144,True
mp1925000074,1925000074,32,56,opening,16,8,"[5, 0]",1144,1144,1163,False,0.1161,0.0912,1144,False
mp1925000020,1925000020,32,56,opening,24,0,"[3, 3]",1157,1157,1456,False,0.0806,0.0608,1157,False
mp1925000052,1925000052,32,56,opening,22,4,"[5, 5]",1045,1045,1049,False,0.176,0.0839,1449,False
mp1925000017,1925000017,32,56,opening,40,8,"[2, 4]",1560,1560,940,False,0.0442,0.032,940,True
mp1925000012,1925000012,32,56,opening,13,6,"[3, 4]",1054,1054,1055,False,0.2866,0.2028,1054,False
mp1925000067,1925000067,32,56,opening,20,4,"[4, 2]",1544,1544,1233,False,0.2337,0.1281,1544,False
mp1925000009,1925000009,32,56,opening,32,1,"[3, 3]",1439,1545,1544,False,0.0354,0.0338,1361,False
mp1925000073,1925000073,20,62,opening,21,2,"[4, 4]",1157,1157,1158,False,0.1085,0.0709,1158,True
mp1925000067,1925000067,20,62,opening,17,2,"[5, 4]",1338,1338,1336,False,0.1251,0.0897,1336,True
mp1925000061,1925000061,20,62,opening,14,6,"[4, 4]",1141,1141,1140,False,0.1395,0.1084,1141,False
mp1925000042,1925000042,20,62,opening,14,0,"[5, 3]",953,1450,954,False,0.0908,0.0828,1450,False
mp1925000007,1925000007,20,62,opening,18,0,"[3, 3]",1052,1052,1053,False,0.2998,0.1656,1052,False
mp1925000010,1925000010,20,62,opening,18,4,"[4, 4]",1357,1357,1358,False,0.102,0.0769,1356,False
mp1925000027,1925000027,20,62,opening,8,12,"[4, 3]",1453,1453,1357,False,0.5537,0.2387,1453,False
mp1925000071,1925000071,20,62,opening,11,7,"[4, 3]",1343,1343,1346,False,0.1332,0.1091,1343,False
mp1925000058,1925000058,20,62,opening,13,0,"[4, 4]",1338,1243,1339,False,0.1134,0.0922,1338,False
mp1925000081,1925000081,20,62,opening,20,0,"[3, 3]",1041,1041,944,False,0.0904,0.0683,1041,False
