position_id,k,source,in_hand_tile,score_diff_mover,legal_n,n_optimal,sharp,gap,iter8_regret,iter8_action,heur3200_regret,ref_action,ref_regret,iter8_v27,ref_v27,iter8_imm_net,ref_imm_net,iter8_meeple,ref_meeple,iter8_completion,ref_completion,mechanism,v27_axis,raw_path
g3200000081_k2,2,greedy_selfplay,city_bottom_grass,-16,33,1,False,,1.0,1226,0.0,1647,0.0,-4,-3,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000081_k2.json
g3200000085_k2,2,greedy_selfplay,city_top_straight_road,-19,34,2,False,,1.0,1948,0.0,853,0.0,-26,-25,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000085_k2.json
g3200000086_k2,2,greedy_selfplay,straight_road,8,56,2,False,,1.0,1556,0.0,1761,0.0,-9,-8,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000086_k2.json
g3200000087_k2,2,greedy_selfplay,city_top_road_bend_left,-24,43,3,False,,1.0,1336,0.0,736,0.0,-31,-30,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000087_k2.json
g3200000093_k2,2,greedy_selfplay,city_top,3,62,3,False,,1.0,1539,0.0,1948,0.0,15,16,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000093_k2.json
g3200000098_k2,2,greedy_selfplay,city_left_right,18,42,6,False,,1.0,1173,0.0,769,0.0,13,12,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000098_k2.json
g3200000102_k2,2,greedy_selfplay,chapel_with_road,29,52,1,False,,1.0,1152,1.0,1651,0.0,12,12,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000102_k2.json
g3200000133_k2,2,greedy_selfplay,bent_road,0,38,4,False,,1.0,964,0.0,873,0.0,-33,-32,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000133_k2.json
g3200000134_k2,2,greedy_selfplay,city_top_road_bend_right,-3,43,6,False,,1.0,864,0.0,1736,0.0,-3,-4,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000134_k2.json
g3200000137_k2,2,greedy_selfplay,crossroads,8,28,4,False,,1.0,1036,0.0,1168,0.0,13,13,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000137_k2.json
g3200000145_k2,2,greedy_selfplay,bent_road,6,53,3,False,,1.0,1437,0.0,645,0.0,-29,-28,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000145_k2.json
g3200000003_k3,3,greedy_selfplay,straight_road,-34,42,4,False,,1.0,1873,0.0,1364,0.0,-44,-43,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000003_k3.json
g3200000014_k3,3,greedy_selfplay,city_top_straight_road,5,34,2,False,,1.0,835,1.0,,,-12,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000014_k3.json
g3200000016_k3,3,greedy_selfplay,city_top_straight_road,30,43,1,False,,1.0,741,3.0,,,33,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000016_k3.json
g3200000019_k3,3,greedy_selfplay,city_narrow,-32,44,2,False,,1.0,1381,1.0,,,-33,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000019_k3.json
g3200000026_k3,3,greedy_selfplay,straight_road,-11,58,2,False,,1.0,1836,0.0,1833,0.0,-15,-14,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000026_k3.json
g3200000035_k3,3,greedy_selfplay,city_top,-12,42,3,False,,1.0,1053,1.0,,,-6,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000035_k3.json
g3200000040_k3,3,greedy_selfplay,city_diagonal_top_right,-42,63,4,False,,1.0,1473,1.0,,,-32,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000040_k3.json
g3200000046_k3,3,greedy_selfplay,city_bottom_grass,19,32,4,False,,1.0,1464,1.0,,,-3,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000046_k3.json
g3200000047_k3,3,greedy_selfplay,city_diagonal_top_left_road,-38,31,27,False,,1.0,744,0.0,1745,0.0,-62,-61,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000047_k3.json
g3200000054_k3,3,greedy_selfplay,city_top_road_bend_right,-9,45,5,False,,1.0,650,1.0,,,-7,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000054_k3.json
g3200000055_k3,3,greedy_selfplay,city_top_straight_road,-6,38,1,False,,1.0,1470,1.0,,,-32,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000055_k3.json
g3200000065_k3,3,greedy_selfplay,bent_road,-21,54,4,False,,1.0,1069,0.0,1529,0.0,-22,-21,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_regret/g3200000065_k3.json
g3200000072_k3,3,greedy_selfplay,chapel_with_road,-3,50,1,False,,1.0,1136,1.0,,,11,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_regret/g3200000072_k3.json
greedy_s3500000004_k4,4,greedy_selfplay,city_top_right,5,60,3,False,0.0,1.0,1339,0.0,1638,0.0,23,26,0,0,0,0,False,False,structural-or-farm,v2.7-rankable,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000004_k4.json
greedy_s3500000026_k4,4,greedy_selfplay,city_narrow,6,30,4,False,0.0,1.0,760,1.0,,,-10,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000026_k4.json
greedy_s3500000031_k4,4,greedy_selfplay,bent_road_flowers,-17,47,43,False,0.0,1.0,1848,0.0,836,0.0,-14,-14,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000031_k4.json
greedy_s3500000034_k4,4,greedy_selfplay,chapel,31,60,4,False,0.0,1.0,1116,1.0,,,47,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000034_k4.json
greedy_s3500000039_k4,4,greedy_selfplay,chapel,1,80,4,False,0.0,1.0,960,1.0,,,15,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000039_k4.json
greedy_s3500000042_k4,4,greedy_selfplay,chapel,-18,52,48,False,0.0,1.0,1128,0.0,1532,0.0,-26,-26,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000042_k4.json
greedy_s3500000046_k4,4,greedy_selfplay,city_diagonal_top_left_road,-19,29,1,False,1.0,1.0,1320,1.0,,,6,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000046_k4.json
greedy_s3500000047_k4,4,greedy_selfplay,city_bottom_grass,-15,45,2,False,0.0,1.0,1658,1.0,,,-22,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/greedy_s3500000047_k4.json
heur3200_s3502000003_k4,4,heur@3200_selfplay,straight_road,-34,42,2,False,0.0,1.0,1761,1.0,,,-35,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000003_k4.json
heur3200_s3502000004_k4,4,heur@3200_selfplay,city_diagonal_top_right_shield_flowers,-6,33,2,False,0.0,1.0,1635,0.0,1957,0.0,-10,-10,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000004_k4.json
heur3200_s3502000013_k4,4,heur@3200_selfplay,city_top_road_bend_left,-2,40,2,False,0.0,1.0,1640,0.0,738,0.0,2,2,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000013_k4.json
heur3200_s3502000015_k4,4,heur@3200_selfplay,city_bottom_road_shield,27,22,4,False,0.0,1.0,860,0.0,1173,0.0,6,6,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000015_k4.json
heur3200_s3502000023_k4,4,heur@3200_selfplay,city_left_right,-2,30,2,False,0.0,1.0,1852,0.0,1533,0.0,-16,-16,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000023_k4.json
heur3200_s3502000025_k4,4,heur@3200_selfplay,city_diagonal_top_right,-27,60,4,False,0.0,1.0,1344,1.0,,,-26,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000025_k4.json
heur3200_s3502000033_k4,4,heur@3200_selfplay,city_diagonal_top_left_road,4,28,10,False,0.0,1.0,1573,0.0,962,0.0,36,36,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000033_k4.json
heur3200_s3502000038_k4,4,heur@3200_selfplay,city_top,17,38,3,False,0.0,1.0,962,1.0,,,12,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000038_k4.json
heur3200_s3502000049_k4,4,heur@3200_selfplay,three_split_road,-50,49,1,False,1.0,1.0,1652,0.0,853,0.0,-35,-35,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/heur3200_s3502000049_k4.json
hybrid_8_3200_s3503000001_k4,4,hybrid:8:3200_selfplay,straight_road,20,50,2,False,0.0,1.0,1656,0.0,1844,0.0,32,32,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000001_k4.json
hybrid_8_3200_s3503000017_k4,4,hybrid:8:3200_selfplay,city_diagonal_top_left_road,-15,28,1,False,1.0,1.0,1742,1.0,,,-11,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000017_k4.json
hybrid_8_3200_s3503000037_k4,4,hybrid:8:3200_selfplay,straight_road,-25,46,2,False,0.0,1.0,1529,0.0,929,0.0,-14,-14,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000037_k4.json
hybrid_8_3200_s3503000040_k4,4,hybrid:8:3200_selfplay,city_diagonal_top_left_road,0,30,3,False,0.0,1.0,934,1.0,,,22,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000040_k4.json
hybrid_8_3200_s3503000044_k4,4,hybrid:8:3200_selfplay,city_top_crossroads,-58,38,1,False,1.0,1.0,1754,1.0,,,-57,,0,0,1,,True,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000044_k4.json
hybrid_8_3200_s3503000046_k4,4,hybrid:8:3200_selfplay,city_diagonal_top_left_road,12,18,1,False,1.0,1.0,729,1.0,,,-8,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/hybrid_8_3200_s3503000046_k4.json
iter8_s3501000013_k4,4,iter8_selfplay,city_top_road_bend_left,-16,28,1,False,1.0,1.0,1076,1.0,,,-2,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000013_k4.json
iter8_s3501000027_k4,4,iter8_selfplay,straight_road_flowers,-2,44,2,False,0.0,1.0,1365,0.0,1956,0.0,8,9,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000027_k4.json
iter8_s3501000028_k4,4,iter8_selfplay,straight_road,-26,52,22,False,0.0,1.0,765,0.0,837,0.0,-37,-37,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000028_k4.json
iter8_s3501000030_k4,4,iter8_selfplay,bent_road,30,47,3,False,0.0,1.0,1745,0.0,831,0.0,38,39,0,0,0,0,False,False,structural-or-farm,beyond-v2.7,/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000030_k4.json
iter8_s3501000032_k4,4,iter8_selfplay,bent_road,-13,38,1,False,1.0,1.0,651,1.0,,,-21,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000032_k4.json
iter8_s3501000040_k4,4,iter8_selfplay,city_top_road_bend_right,0,28,2,False,0.0,1.0,1128,1.0,,,9,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000040_k4.json
iter8_s3501000049_k4,4,iter8_selfplay,city_left_right,-21,32,2,False,0.0,1.0,840,1.0,,,-7,,0,0,0,,False,,no-stronger-ref(both-miss),no-stronger-ref(both-miss),/mnt/c/carc-shared/l23_k4_expand_probe/iter8_s3501000049_k4.json
